id,codigo_e,nombre,total_docs,r_tox_genetica,r_tox_endocrina,r_tox_neuro,r_tox_digestiva,r_tox_alergia,r_tox_organos,r_ben_antiox,r_ben_microbiol,r_ben_metabolico,r_mod_humano,r_mod_animal,r_mod_invitro
en:e420i,E420I,D-sorbitol,328,0.051829268292682924,0.01524390243902439,0.06097560975609756,0.01524390243902439,0.0,0.14329268292682926,0.042682926829268296,0.125,0.09451219512195122,0.15853658536585366,0.1798780487804878,0.4847560975609756
en:e452vi,E452VI,Sodium tripolyphosphate,208,0.07692307692307693,0.02403846153846154,0.019230769230769232,0.004807692307692308,0.014423076923076924,0.04326923076923077,0.15384615384615385,0.30288461538461536,0.16826923076923078,0.24519230769230768,0.12980769230769232,0.5769230769230769
en:e922,E922,Potassium persulfate,84,0.08333333333333333,0.047619047619047616,0.03571428571428571,0.0,0.05952380952380952,0.011904761904761904,0.08333333333333333,0.21428571428571427,0.19047619047619047,0.27380952380952384,0.05952380952380952,0.5119047619047619
en:e472a,E472A,Acetic acid esters of mono- and diglycerides of fatty acids,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6
en:e246,E246,Glycolipids,2411,0.1281625881377022,0.044379925342181666,0.0991289921194525,0.036499377851513894,0.02613023641642472,0.09746992948983824,0.03484031522189963,0.20945665698880134,0.4413106594773953,0.3031936955620075,0.23517212774782248,0.5412691829116549
en:e905g,E905G,Mineral oil medium and low viscosity class III,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
en:e914,E914,Oxidised polyethylene wax,48,0.16666666666666666,0.0625,0.10416666666666667,0.020833333333333332,0.0,0.041666666666666664,0.0625,0.0625,0.16666666666666666,0.4791666666666667,0.08333333333333333,0.2916666666666667
en:e470,E470,Sodium/potassium/calcium and magnesium salts of fatty acids,95,0.25263157894736843,0.0,0.042105263157894736,0.0,0.0,0.010526315789473684,0.021052631578947368,0.05263157894736842,0.12631578947368421,0.49473684210526314,0.042105263157894736,0.30526315789473685
en:e570,E570,Fatty acids,67090,0.109912058428976,0.14593829184677298,0.08762855865255627,0.13349232374422418,0.01863168877627068,0.15337606200626025,0.11344462662095692,0.06634371739454464,0.5623490833209122,0.40803398420032794,0.2620509763004919,0.5648978983455061
en:e433,E433,Polyoxyethylene sorbitan monooleate,106,0.2169811320754717,0.02830188679245283,0.05660377358490566,0.0,0.04716981132075472,0.04716981132075472,0.02830188679245283,0.04716981132075472,0.1509433962264151,0.5,0.09433962264150944,0.36792452830188677
en:e925,E925,Chlorine,5636,0.13715400993612492,0.035486160397444996,0.03424414478353442,0.010468417317246273,0.0205819730305181,0.05819730305180979,0.033711852377572744,0.3097941802696948,0.2858410220014194,0.3385379701916253,0.12224982256919802,0.5260823278921221
en:e263,E263,Calcium acetate,243,0.09053497942386832,0.12757201646090535,0.04938271604938271,0.012345679012345678,0.01646090534979424,0.27983539094650206,0.012345679012345678,0.0205761316872428,0.27983539094650206,0.5473251028806584,0.037037037037037035,0.4074074074074074
en:e941,E941,Nitrogen,43148,0.09949476221377584,0.04493835171966256,0.038773523685918236,0.03583016594048392,0.031218132937795493,0.11998238620561788,0.1071196810976175,0.0829702419579123,0.32821915268378604,0.3407342171131918,0.12737554463706313,0.6050801891165292
en:e101ii,E101II,Riboflavin-5′-phosphate,20,0.15,0.05,0.0,0.05,0.0,0.0,0.1,0.1,0.3,0.15,0.25,0.6
en:e131,E131,Patent blue v,306,0.1503267973856209,0.029411764705882353,0.0718954248366013,0.0,0.03594771241830065,0.029411764705882353,0.006535947712418301,0.042483660130718956,0.09803921568627451,0.434640522875817,0.03594771241830065,0.3300653594771242
en:e634,E634,Calcium 5'-ribonucleotide,48,0.10416666666666667,0.10416666666666667,0.0625,0.0,0.0,0.041666666666666664,0.0,0.10416666666666667,0.125,0.3958333333333333,0.0625,0.25
en:e503ii,E503II,Ammonium hydrogen carbonate,6,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0,0.5
en:e341iii,E341III,Tricalcium phosphate,835,0.04431137724550898,0.027544910179640718,0.005988023952095809,0.0023952095808383233,0.0023952095808383233,0.019161676646706587,0.017964071856287425,0.06706586826347305,0.22994011976047904,0.41077844311377243,0.3221556886227545,0.6083832335329341
en:e331,E331,Sodium citrates,3485,0.0642754662840746,0.0436154949784792,0.06370157819225251,0.011190817790530846,0.01291248206599713,0.10645624103299857,0.07202295552367288,0.22324246771879483,0.1618364418938307,0.38995695839311334,0.17101865136298422,0.5317073170731708
en:e919,E919,Nitrosyl chloride,35,0.17142857142857143,0.0,0.11428571428571428,0.0,0.0,0.0,0.0,0.02857142857142857,0.05714285714285714,0.5142857142857142,0.05714285714285714,0.4
en:e440ii,E440II,Amidated pectin,60,0.016666666666666666,0.06666666666666667,0.0,0.016666666666666666,0.0,0.08333333333333333,0.03333333333333333,0.13333333333333333,0.05,0.18333333333333332,0.23333333333333334,0.6333333333333333
en:e554,E554,Sodium aluminium silicate,74,0.14864864864864866,0.08108108108108109,0.05405405405405406,0.0,0.013513513513513514,0.06756756756756757,0.0,0.08108108108108109,0.1891891891891892,0.43243243243243246,0.0945945945945946,0.3918918918918919
en:e500iii,E500III,Sodium sesquicarbonate,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.8333333333333334
en:e470a,E470A,Sodium/potassium and calcium salts of fatty acids,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666
en:e450vi,E450VI,Dicalcium diphosphate,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
en:e237,E237,Sodium formiate,159,0.18867924528301888,0.03773584905660377,0.07547169811320754,0.006289308176100629,0.025157232704402517,0.0440251572327044,0.006289308176100629,0.03773584905660377,0.1069182389937107,0.4716981132075472,0.03773584905660377,0.34591194968553457
en:e920,E920,l-cysteine,2337,0.24860932819854514,0.055198973042362,0.10269576379974327,0.012409071459135643,0.01797175866495507,0.1305091998288404,0.4467265725288832,0.2991014120667522,0.6029097133076594,0.37869062901155326,0.37869062901155326,0.5678219940094138
en:e467,E467,Ethulose,85,0.16470588235294117,0.058823529411764705,0.07058823529411765,0.0,0.011764705882352941,0.047058823529411764,0.0,0.03529411764705882,0.09411764705882353,0.4588235294117647,0.023529411764705882,0.3058823529411765
