nombre_final,total_docs,riesgo_cronico,riesgo_agudo,microbiota,beneficio,evidencia_humana
Ponceau 6R,-0.9636729642564194,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-0.9904085750728697
Litholrubine bk,-1.3188433366918477,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Sodium orthophenyl phenol,-1.6740137091272762,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Agar,2.035801315130902,2.370867319193858,1.9758523053478065,2.5639631834803147,1.7952539192258008,2.221178924535262
Desconocido,0.14995845675892358,0.6595705400905126,0.223895509128756,-0.7872651323057321,-0.5416556338669358,0.28480086558448453
Ethyl cellulose,0.7810110981842933,0.5545474033655257,0.9252929371984009,0.4524275316295236,0.8330817633142127,0.6609740554976864
Triammonium citrate,-0.7395854086998518,-1.1045778570668279,-0.9705322375809257,-0.7872651323057321,-1.008318181723272,-0.9904085750728697
potassium lactate,0.079818409834697,-0.35210709136495905,-0.2879836254344315,-0.27119388993922744,-0.18616098175166124,0.2765793188966694
Boric acid,0.9848628163410373,0.9557671424493237,0.9627924655850056,0.6647467699515743,0.8830437769268138,0.9475395250346572
Propane-1‚2-diol esters of fatty acids,-1.4499261535707086,-0.8537542684995382,-0.9705322375809257,-0.7872651323057321,-1.2416494556514401,-1.226894920492835
Potassium gluconate,-0.1235825590562122,-0.35210709136495905,-0.4424405442151025,-0.27119388993922744,-0.2879165437684488,-0.37910024022966937
Calcium ferrocyanide,-0.19840555890900977,-0.20538469775678286,-0.22926183024678634,-0.7872651323057321,0.08190477565319369,-0.4087865797710257
Azodicarbonamide,-0.06732274203014889,0.20207593057416998,-0.023937778751519912,-0.7872651323057321,-0.35327448139105805,-0.18817182525544573
Potassium hydrogen sulphate,0.33316139223715785,0.5316853629924394,-0.17839469753219098,-0.4616604305341174,0.20721020854831376,0.09387245061026092
Sodium phosphates,-0.3503530346172857,-0.7070318748913621,-0.5520294721173432,-0.4616604305341174,-0.6998710153017675,-0.3029686415817453
